complaint_id,complaint,complaints_type,label
279,I wish to complain about a Automotive advertisement that direct exhortation to children. This was seen recently and requires investigation.,children issues,4
280,I wish to complain about a Fashion advertisement that exploitation of vulnerable groups. This was seen recently and requires investigation.,social responsibility,2
281,I wish to complain about a Fashion advertisement that unsubstantiated health claims. This was seen recently and requires investigation.,misleading,1
282,I wish to complain about a E-commerce advertisement that unverified testimonials. This was seen recently and requires investigation.,misleading,1
283,I wish to complain about a Real Estate advertisement that exploitation of children's inexperience. This was seen recently and requires investigation.,children issues,4
284,I wish to complain about a FMCG advertisement that false scarcity tactics. This was seen recently and requires investigation.,misleading,1
285,I wish to complain about a Telecommunications advertisement that inappropriate timing during sensitive content. This was seen recently and requires investigation.,placement,3
286,I wish to complain about a FMCG advertisement that privacy concerns. This was seen recently and requires investigation.,other,0
287,I wish to complain about a Financial Services advertisement that environmental irresponsibility. This was seen recently and requires investigation.,social responsibility,2
288,I wish to complain about a Entertainment advertisement that unverified testimonials. This was seen recently and requires investigation.,misleading,1
289,I wish to complain about a Technology advertisement that trivializing serious issues. This was seen recently and requires investigation.,social responsibility,2
290,I wish to complain about a Education advertisement that accessibility concerns. This was seen recently and requires investigation.,other,0
291,I wish to complain about a Travel advertisement that technical implementation issues. This was seen recently and requires investigation.,other,0
292,I wish to complain about a Home & Garden advertisement that environmental irresponsibility. This was seen recently and requires investigation.,social responsibility,2
293,I wish to complain about a Home & Garden advertisement that excessive frequency in residential areas. This was seen recently and requires investigation.,placement,3
294,I wish to complain about a Education advertisement that unverified testimonials. This was seen recently and requires investigation.,misleading,1
295,I wish to complain about a Insurance advertisement that unsubstantiated health claims. This was seen recently and requires investigation.,misleading,1
296,I wish to complain about a Real Estate advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
297,I wish to complain about a Technology advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
298,I wish to complain about a Home & Garden advertisement that sound level issues. This was seen recently and requires investigation.,other,0
299,I wish to complain about a Technology advertisement that intrusive public space advertising. This was seen recently and requires investigation.,placement,3
300,I wish to complain about a Retail advertisement that sound level issues. This was seen recently and requires investigation.,other,0
301,I wish to complain about a Home & Garden advertisement that encouragement of gambling behavior. This was seen recently and requires investigation.,social responsibility,2
302,I wish to complain about a Cosmetics advertisement that direct exhortation to children. This was seen recently and requires investigation.,children issues,4
303,I wish to complain about a Sports & Fitness advertisement that exaggerated performance claims. This was seen recently and requires investigation.,misleading,1
304,I wish to complain about a Retail advertisement that hidden terms and conditions. This was seen recently and requires investigation.,misleading,1
305,I wish to complain about a FMCG advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
306,I wish to complain about a Cosmetics advertisement that unsubstantiated health claims. This was seen recently and requires investigation.,misleading,1
307,I wish to complain about a Education advertisement that placement in children's content. This was seen recently and requires investigation.,placement,3
308,I wish to complain about a Fashion advertisement that sound level issues. This was seen recently and requires investigation.,other,0
309,I wish to complain about a Social Media advertisement that intrusive public space advertising. This was seen recently and requires investigation.,placement,3
310,I wish to complain about a FMCG advertisement that promotion of unhealthy lifestyle choices. This was seen recently and requires investigation.,social responsibility,2
311,I wish to complain about a Financial Services advertisement that exploitation of children's inexperience. This was seen recently and requires investigation.,children issues,4
312,I wish to complain about a E-commerce advertisement that unrealistic expectations for children. This was seen recently and requires investigation.,children issues,4
313,I wish to complain about a Fashion advertisement that misleading pricing or savings claims. This was seen recently and requires investigation.,misleading,1
314,I wish to complain about a Insurance advertisement that unrealistic expectations for children. This was seen recently and requires investigation.,children issues,4
315,I wish to complain about a Travel advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
316,I wish to complain about a Travel advertisement that excessive frequency in residential areas. This was seen recently and requires investigation.,placement,3
317,I wish to complain about a Cosmetics advertisement that exaggerated performance claims. This was seen recently and requires investigation.,misleading,1
318,I wish to complain about a Telecommunications advertisement that targeting vulnerable audiences. This was seen recently and requires investigation.,placement,3
319,I wish to complain about a Retail advertisement that misleading comparison with competitors. This was seen recently and requires investigation.,misleading,1
320,I wish to complain about a E-commerce advertisement that technical implementation issues. This was seen recently and requires investigation.,other,0
321,I wish to complain about a Automotive advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
322,I wish to complain about a Fashion advertisement that misleading comparison with competitors. This was seen recently and requires investigation.,misleading,1
323,I wish to complain about a Real Estate advertisement that inappropriate timing during sensitive content. This was seen recently and requires investigation.,placement,3
324,I wish to complain about a Entertainment advertisement that normalization of dangerous behavior. This was seen recently and requires investigation.,social responsibility,2
325,I wish to complain about a Retail advertisement that inappropriate positioning near schools. This was seen recently and requires investigation.,placement,3
326,I wish to complain about a Electronics advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
327,I wish to complain about a Social Media advertisement that promotion of harmful stereotypes. This was seen recently and requires investigation.,social responsibility,2
328,I wish to complain about a Travel advertisement that excessive frequency in residential areas. This was seen recently and requires investigation.,placement,3
329,I wish to complain about a Healthcare advertisement that inappropriate positioning near schools. This was seen recently and requires investigation.,placement,3
330,I wish to complain about a Electronics advertisement that intrusive public space advertising. This was seen recently and requires investigation.,placement,3
331,I wish to complain about a Technology advertisement that distressing imagery. This was seen recently and requires investigation.,taste and decency,5
332,I wish to complain about a Travel advertisement that exploitation of vulnerable groups. This was seen recently and requires investigation.,social responsibility,2
333,I wish to complain about a Travel advertisement that inappropriate timing during sensitive content. This was seen recently and requires investigation.,placement,3
334,I wish to complain about a Cosmetics advertisement that inappropriate positioning near schools. This was seen recently and requires investigation.,placement,3
335,I wish to complain about a Real Estate advertisement that normalization of dangerous behavior. This was seen recently and requires investigation.,social responsibility,2
336,I wish to complain about a Travel advertisement that encouragement of excessive consumption. This was seen recently and requires investigation.,social responsibility,2
337,I wish to complain about a FMCG advertisement that unverified testimonials. This was seen recently and requires investigation.,misleading,1
338,I wish to complain about a Travel advertisement that inappropriate positioning near schools. This was seen recently and requires investigation.,placement,3
339,I wish to complain about a Social Media advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
340,I wish to complain about a Financial Services advertisement that hidden terms and conditions. This was seen recently and requires investigation.,misleading,1
341,I wish to complain about a FMCG advertisement that inappropriate positioning near schools. This was seen recently and requires investigation.,placement,3
342,I wish to complain about a Travel advertisement that exploitation of vulnerable groups. This was seen recently and requires investigation.,social responsibility,2
343,I wish to complain about a Retail advertisement that encouragement of gambling behavior. This was seen recently and requires investigation.,social responsibility,2
344,I wish to complain about a Sports & Fitness advertisement that inappropriate targeting of minors. This was seen recently and requires investigation.,children issues,4
345,I wish to complain about a Sports & Fitness advertisement that placement in children's content. This was seen recently and requires investigation.,placement,3
346,I wish to complain about a Financial Services advertisement that inappropriate use of serious issues. This was seen recently and requires investigation.,taste and decency,5
347,I wish to complain about a Automotive advertisement that direct exhortation to children. This was seen recently and requires investigation.,children issues,4
348,I wish to complain about a Home & Garden advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
349,I wish to complain about a Real Estate advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
350,I wish to complain about a Technology advertisement that encouragement of excessive consumption. This was seen recently and requires investigation.,social responsibility,2
351,I wish to complain about a Education advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
352,I wish to complain about a Automotive advertisement that environmental irresponsibility. This was seen recently and requires investigation.,social responsibility,2
353,I wish to complain about a Sports & Fitness advertisement that promotion of harmful stereotypes. This was seen recently and requires investigation.,social responsibility,2
354,I wish to complain about a Travel advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
355,I wish to complain about a Automotive advertisement that accessibility concerns. This was seen recently and requires investigation.,other,0
356,I wish to complain about a Fashion advertisement that exploitation of children's inexperience. This was seen recently and requires investigation.,children issues,4
357,I wish to complain about a Electronics advertisement that hidden terms and conditions. This was seen recently and requires investigation.,misleading,1
358,I wish to complain about a Fashion advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
359,I wish to complain about a Technology advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
360,I wish to complain about a Healthcare advertisement that misleading comparison with competitors. This was seen recently and requires investigation.,misleading,1
361,I wish to complain about a Retail advertisement that inappropriate positioning near schools. This was seen recently and requires investigation.,placement,3
362,I wish to complain about a Insurance advertisement that misleading qualification or certification claims. This was seen recently and requires investigation.,misleading,1
363,I wish to complain about a Retail advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
364,I wish to complain about a Travel advertisement that general advertising standards. This was seen recently and requires investigation.,other,0
365,I wish to complain about a Automotive advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
366,I wish to complain about a Cosmetics advertisement that normalization of dangerous behavior. This was seen recently and requires investigation.,social responsibility,2
367,I wish to complain about a Entertainment advertisement that targeting vulnerable audiences. This was seen recently and requires investigation.,placement,3
368,I wish to complain about a Entertainment advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
369,I wish to complain about a Financial Services advertisement that inappropriate targeting of minors. This was seen recently and requires investigation.,children issues,4
370,I wish to complain about a Electronics advertisement that encouragement of gambling behavior. This was seen recently and requires investigation.,social responsibility,2
371,I wish to complain about a E-commerce advertisement that distressing imagery. This was seen recently and requires investigation.,taste and decency,5
372,I wish to complain about a Sports & Fitness advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
373,I wish to complain about a Entertainment advertisement that privacy concerns. This was seen recently and requires investigation.,other,0
374,I wish to complain about a Social Media advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
375,I wish to complain about a Retail advertisement that hidden terms and conditions. This was seen recently and requires investigation.,misleading,1
376,I wish to complain about a Telecommunications advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
377,I wish to complain about a Travel advertisement that inappropriate targeting of minors. This was seen recently and requires investigation.,children issues,4
378,I wish to complain about a Real Estate advertisement that unsubstantiated health claims. This was seen recently and requires investigation.,misleading,1
379,I wish to complain about a Automotive advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
380,I wish to complain about a Fashion advertisement that exploitation of children's inexperience. This was seen recently and requires investigation.,children issues,4
381,I wish to complain about a Fashion advertisement that placement in children's content. This was seen recently and requires investigation.,placement,3
382,I wish to complain about a Real Estate advertisement that inappropriate use of serious issues. This was seen recently and requires investigation.,taste and decency,5
383,I wish to complain about a Education advertisement that accessibility concerns. This was seen recently and requires investigation.,other,0
384,I wish to complain about a Financial Services advertisement that direct exhortation to children. This was seen recently and requires investigation.,children issues,4
385,I wish to complain about a Retail advertisement that encouragement of gambling behavior. This was seen recently and requires investigation.,social responsibility,2
386,I wish to complain about a Entertainment advertisement that misleading comparison with competitors. This was seen recently and requires investigation.,misleading,1
387,I wish to complain about a Automotive advertisement that sound level issues. This was seen recently and requires investigation.,other,0
388,I wish to complain about a Retail advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
389,I wish to complain about a Education advertisement that encouragement of excessive consumption. This was seen recently and requires investigation.,social responsibility,2
390,I wish to complain about a Electronics advertisement that misleading qualification or certification claims. This was seen recently and requires investigation.,misleading,1
391,I wish to complain about a Education advertisement that excessive frequency in residential areas. This was seen recently and requires investigation.,placement,3
392,I wish to complain about a Home & Garden advertisement that inappropriate timing during sensitive content. This was seen recently and requires investigation.,placement,3
393,I wish to complain about a Sports & Fitness advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
394,I wish to complain about a Financial Services advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
395,I wish to complain about a Insurance advertisement that excessive frequency in residential areas. This was seen recently and requires investigation.,placement,3
396,I wish to complain about a Entertainment advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
397,I wish to complain about a Entertainment advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
398,I wish to complain about a Entertainment advertisement that exaggerated performance claims. This was seen recently and requires investigation.,misleading,1
399,I wish to complain about a Sports & Fitness advertisement that exploitation of children's inexperience. This was seen recently and requires investigation.,children issues,4
400,I wish to complain about a Social Media advertisement that trivializing serious issues. This was seen recently and requires investigation.,social responsibility,2
401,I wish to complain about a Technology advertisement that unsubstantiated health claims. This was seen recently and requires investigation.,misleading,1
402,I wish to complain about a Social Media advertisement that inappropriate use of serious issues. This was seen recently and requires investigation.,taste and decency,5
403,I wish to complain about a Food & Beverage advertisement that exploitation of children's inexperience. This was seen recently and requires investigation.,children issues,4
404,I wish to complain about a Fashion advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
405,I wish to complain about a FMCG advertisement that distressing imagery. This was seen recently and requires investigation.,taste and decency,5
406,I wish to complain about a FMCG advertisement that misleading pricing or savings claims. This was seen recently and requires investigation.,misleading,1
407,I wish to complain about a E-commerce advertisement that promotion of harmful stereotypes. This was seen recently and requires investigation.,social responsibility,2
408,I wish to complain about a Automotive advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
409,I wish to complain about a Telecommunications advertisement that misleading comparison with competitors. This was seen recently and requires investigation.,misleading,1
410,I wish to complain about a Food & Beverage advertisement that false scarcity tactics. This was seen recently and requires investigation.,misleading,1
411,I wish to complain about a Social Media advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
412,I wish to complain about a FMCG advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
413,I wish to complain about a Telecommunications advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
414,I wish to complain about a Sports & Fitness advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
415,I wish to complain about a Automotive advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
416,I wish to complain about a Financial Services advertisement that privacy concerns. This was seen recently and requires investigation.,other,0
417,I wish to complain about a Automotive advertisement that unsubstantiated health claims. This was seen recently and requires investigation.,misleading,1
418,I wish to complain about a Financial Services advertisement that encouragement of excessive consumption. This was seen recently and requires investigation.,social responsibility,2
419,I wish to complain about a Travel advertisement that excessive frequency in residential areas. This was seen recently and requires investigation.,placement,3
420,I wish to complain about a FMCG advertisement that unsubstantiated health claims. This was seen recently and requires investigation.,misleading,1
421,I wish to complain about a Travel advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
422,I wish to complain about a Travel advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
423,I wish to complain about a Electronics advertisement that distressing imagery. This was seen recently and requires investigation.,taste and decency,5
424,I wish to complain about a Social Media advertisement that exploitation of vulnerable groups. This was seen recently and requires investigation.,social responsibility,2
425,I wish to complain about a Travel advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
426,I wish to complain about a Education advertisement that inappropriate timing during sensitive content. This was seen recently and requires investigation.,placement,3
427,I wish to complain about a Healthcare advertisement that general advertising standards. This was seen recently and requires investigation.,other,0
428,I wish to complain about a FMCG advertisement that inappropriate positioning near schools. This was seen recently and requires investigation.,placement,3
429,I wish to complain about a Travel advertisement that encouragement of gambling behavior. This was seen recently and requires investigation.,social responsibility,2
430,I wish to complain about a Healthcare advertisement that encouragement of excessive consumption. This was seen recently and requires investigation.,social responsibility,2
431,I wish to complain about a Automotive advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
432,I wish to complain about a Education advertisement that unrealistic expectations for children. This was seen recently and requires investigation.,children issues,4
433,I wish to complain about a Education advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
434,I wish to complain about a Education advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
435,I wish to complain about a Education advertisement that inappropriate use of serious issues. This was seen recently and requires investigation.,taste and decency,5
436,I wish to complain about a Insurance advertisement that trivializing serious issues. This was seen recently and requires investigation.,social responsibility,2
437,I wish to complain about a FMCG advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
438,I wish to complain about a Real Estate advertisement that promotion of harmful stereotypes. This was seen recently and requires investigation.,social responsibility,2
439,I wish to complain about a Fashion advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
440,I wish to complain about a Telecommunications advertisement that promotion of harmful stereotypes. This was seen recently and requires investigation.,social responsibility,2
441,I wish to complain about a Automotive advertisement that excessive frequency in residential areas. This was seen recently and requires investigation.,placement,3
442,I wish to complain about a Fashion advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
443,I wish to complain about a Sports & Fitness advertisement that inappropriate positioning near schools. This was seen recently and requires investigation.,placement,3
444,I wish to complain about a Electronics advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
445,I wish to complain about a Home & Garden advertisement that intrusive public space advertising. This was seen recently and requires investigation.,placement,3
446,I wish to complain about a Automotive advertisement that inappropriate timing during sensitive content. This was seen recently and requires investigation.,placement,3
447,I wish to complain about a Retail advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
448,I wish to complain about a Home & Garden advertisement that placement in children's content. This was seen recently and requires investigation.,placement,3
449,I wish to complain about a Social Media advertisement that placement in children's content. This was seen recently and requires investigation.,placement,3
450,I wish to complain about a Telecommunications advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
451,I wish to complain about a Entertainment advertisement that exaggerated performance claims. This was seen recently and requires investigation.,misleading,1
452,I wish to complain about a Cosmetics advertisement that inappropriate targeting of minors. This was seen recently and requires investigation.,children issues,4
453,I wish to complain about a Education advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
454,I wish to complain about a Electronics advertisement that intrusive public space advertising. This was seen recently and requires investigation.,placement,3
455,I wish to complain about a E-commerce advertisement that privacy concerns. This was seen recently and requires investigation.,other,0
456,I wish to complain about a Sports & Fitness advertisement that discriminatory content. This was seen recently and requires investigation.,taste and decency,5
457,I wish to complain about a Automotive advertisement that accessibility concerns. This was seen recently and requires investigation.,other,0
458,I wish to complain about a Automotive advertisement that promotion of unhealthy lifestyle choices. This was seen recently and requires investigation.,social responsibility,2
459,I wish to complain about a Fashion advertisement that unverified testimonials. This was seen recently and requires investigation.,misleading,1
460,I wish to complain about a Entertainment advertisement that promotion of unhealthy lifestyle choices. This was seen recently and requires investigation.,social responsibility,2
461,I wish to complain about a Sports & Fitness advertisement that targeting vulnerable audiences. This was seen recently and requires investigation.,placement,3
462,I wish to complain about a Financial Services advertisement that technical implementation issues. This was seen recently and requires investigation.,other,0
463,I wish to complain about a E-commerce advertisement that misleading pricing or savings claims. This was seen recently and requires investigation.,misleading,1
464,I wish to complain about a Automotive advertisement that exploitation of vulnerable groups. This was seen recently and requires investigation.,social responsibility,2
465,I wish to complain about a Healthcare advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
466,I wish to complain about a Retail advertisement that inappropriate product promotion to children. This was seen recently and requires investigation.,children issues,4
467,I wish to complain about a Education advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
468,I wish to complain about a Social Media advertisement that exploitation of vulnerable groups. This was seen recently and requires investigation.,social responsibility,2
469,I wish to complain about a Automotive advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
470,I wish to complain about a Automotive advertisement that inappropriate use of serious issues. This was seen recently and requires investigation.,taste and decency,5
471,I wish to complain about a Social Media advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
472,I wish to complain about a Real Estate advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
473,I wish to complain about a Automotive advertisement that unverified testimonials. This was seen recently and requires investigation.,misleading,1
474,I wish to complain about a Retail advertisement that misleading comparison with competitors. This was seen recently and requires investigation.,misleading,1
475,I wish to complain about a Retail advertisement that environmental irresponsibility. This was seen recently and requires investigation.,social responsibility,2
476,I wish to complain about a Cosmetics advertisement that pressure on parents through children. This was seen recently and requires investigation.,children issues,4
477,I wish to complain about a FMCG advertisement that technical implementation issues. This was seen recently and requires investigation.,other,0
478,I wish to complain about a Cosmetics advertisement that exploitation of vulnerable groups. This was seen recently and requires investigation.,social responsibility,2
479,I wish to complain about a Travel advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
480,I wish to complain about a Automotive advertisement that misleading comparison with competitors. This was seen recently and requires investigation.,misleading,1
481,I wish to complain about a FMCG advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
482,I wish to complain about a Retail advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
483,I wish to complain about a E-commerce advertisement that encouragement of gambling behavior. This was seen recently and requires investigation.,social responsibility,2
484,I wish to complain about a E-commerce advertisement that false scarcity tactics. This was seen recently and requires investigation.,misleading,1
485,I wish to complain about a Technology advertisement that unrealistic expectations for children. This was seen recently and requires investigation.,children issues,4
486,I wish to complain about a Telecommunications advertisement that normalization of dangerous behavior. This was seen recently and requires investigation.,social responsibility,2
487,I wish to complain about a Insurance advertisement that targeting vulnerable audiences. This was seen recently and requires investigation.,placement,3
488,I wish to complain about a Sports & Fitness advertisement that sound level issues. This was seen recently and requires investigation.,other,0
489,I wish to complain about a Fashion advertisement that misleading pricing or savings claims. This was seen recently and requires investigation.,misleading,1
490,I wish to complain about a Insurance advertisement that distressing imagery. This was seen recently and requires investigation.,taste and decency,5
491,I wish to complain about a Travel advertisement that promotion of harmful stereotypes. This was seen recently and requires investigation.,social responsibility,2
492,I wish to complain about a Food & Beverage advertisement that intrusive public space advertising. This was seen recently and requires investigation.,placement,3
493,I wish to complain about a Sports & Fitness advertisement that environmental irresponsibility. This was seen recently and requires investigation.,social responsibility,2
494,I wish to complain about a Fashion advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
495,I wish to complain about a Telecommunications advertisement that distressing imagery. This was seen recently and requires investigation.,taste and decency,5
496,I wish to complain about a E-commerce advertisement that offensive cultural references. This was seen recently and requires investigation.,taste and decency,5
497,I wish to complain about a Financial Services advertisement that excessive frequency in residential areas. This was seen recently and requires investigation.,placement,3
498,I wish to complain about a Telecommunications advertisement that normalization of dangerous behavior. This was seen recently and requires investigation.,social responsibility,2
499,I wish to complain about a Healthcare advertisement that inappropriate targeting of minors. This was seen recently and requires investigation.,children issues,4
500,I wish to complain about a Home & Garden advertisement that promotion of unhealthy lifestyle choices. This was seen recently and requires investigation.,social responsibility,2
501,I wish to complain about a Cosmetics advertisement that inappropriate targeting of minors. This was seen recently and requires investigation.,children issues,4
502,I wish to complain about a Entertainment advertisement that exaggerated performance claims. This was seen recently and requires investigation.,misleading,1
503,I wish to complain about a Telecommunications advertisement that privacy concerns. This was seen recently and requires investigation.,other,0
504,I wish to complain about a Telecommunications advertisement that misleading comparison with competitors. This was seen recently and requires investigation.,misleading,1
505,I wish to complain about a Automotive advertisement that trivializing serious issues. This was seen recently and requires investigation.,social responsibility,2
506,I wish to complain about a Travel advertisement that direct exhortation to children. This was seen recently and requires investigation.,children issues,4
507,I wish to complain about a Home & Garden advertisement that exploitation of children's inexperience. This was seen recently and requires investigation.,children issues,4
508,I wish to complain about a Retail advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
509,I wish to complain about a Food & Beverage advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
510,I wish to complain about a Entertainment advertisement that inappropriate use of serious issues. This was seen recently and requires investigation.,taste and decency,5
511,I wish to complain about a Electronics advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
512,I wish to complain about a Electronics advertisement that direct exhortation to children. This was seen recently and requires investigation.,children issues,4
513,I wish to complain about a Sports & Fitness advertisement that unverified testimonials. This was seen recently and requires investigation.,misleading,1
514,I wish to complain about a Home & Garden advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
515,I wish to complain about a Fashion advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
516,I wish to complain about a Food & Beverage advertisement that exaggerated performance claims. This was seen recently and requires investigation.,misleading,1
517,I wish to complain about a FMCG advertisement that inappropriate targeting of minors. This was seen recently and requires investigation.,children issues,4
518,I wish to complain about a Cosmetics advertisement that general advertising standards. This was seen recently and requires investigation.,other,0
519,I wish to complain about a Food & Beverage advertisement that inappropriate timing during sensitive content. This was seen recently and requires investigation.,placement,3
520,I wish to complain about a Retail advertisement that inappropriate sexual content. This was seen recently and requires investigation.,taste and decency,5
521,I wish to complain about a Home & Garden advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
522,I wish to complain about a E-commerce advertisement that inappropriate positioning near schools. This was seen recently and requires investigation.,placement,3
523,I wish to complain about a Food & Beverage advertisement that encouragement of excessive consumption. This was seen recently and requires investigation.,social responsibility,2
524,I wish to complain about a Real Estate advertisement that exploitation of children's inexperience. This was seen recently and requires investigation.,children issues,4
525,I wish to complain about a Home & Garden advertisement that unrealistic expectations for children. This was seen recently and requires investigation.,children issues,4
526,I wish to complain about a Financial Services advertisement that exaggerated performance claims. This was seen recently and requires investigation.,misleading,1
527,I wish to complain about a Fashion advertisement that inappropriate targeting of minors. This was seen recently and requires investigation.,children issues,4
528,I wish to complain about a Entertainment advertisement that promotion of harmful stereotypes. This was seen recently and requires investigation.,social responsibility,2
529,I wish to complain about a Home & Garden advertisement that inappropriate positioning near schools. This was seen recently and requires investigation.,placement,3
530,I wish to complain about a Food & Beverage advertisement that excessive frequency in residential areas. This was seen recently and requires investigation.,placement,3
531,I wish to complain about a Retail advertisement that distressing imagery. This was seen recently and requires investigation.,taste and decency,5
532,I wish to complain about a Automotive advertisement that promotion of unhealthy lifestyle choices. This was seen recently and requires investigation.,social responsibility,2
533,I wish to complain about a Retail advertisement that inappropriate use of serious issues. This was seen recently and requires investigation.,taste and decency,5
534,I wish to complain about a FMCG advertisement that direct exhortation to children. This was seen recently and requires investigation.,children issues,4
535,I wish to complain about a Cosmetics advertisement that exploitation of children's inexperience. This was seen recently and requires investigation.,children issues,4
536,I wish to complain about a Real Estate advertisement that encouragement of excessive consumption. This was seen recently and requires investigation.,social responsibility,2
537,I wish to complain about a Sports & Fitness advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
538,I wish to complain about a Financial Services advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
539,I wish to complain about a Education advertisement that misleading pricing or savings claims. This was seen recently and requires investigation.,misleading,1
540,I wish to complain about a Technology advertisement that intrusive public space advertising. This was seen recently and requires investigation.,placement,3
541,I wish to complain about a Healthcare advertisement that excessive frequency in residential areas. This was seen recently and requires investigation.,placement,3
542,I wish to complain about a Food & Beverage advertisement that inappropriate timing during sensitive content. This was seen recently and requires investigation.,placement,3
543,I wish to complain about a Insurance advertisement that promotion of harmful stereotypes. This was seen recently and requires investigation.,social responsibility,2
544,I wish to complain about a Technology advertisement that exploitation of vulnerable groups. This was seen recently and requires investigation.,social responsibility,2
545,I wish to complain about a Cosmetics advertisement that promotion of unhealthy lifestyle choices. This was seen recently and requires investigation.,social responsibility,2
546,I wish to complain about a Sports & Fitness advertisement that excessive frequency in residential areas. This was seen recently and requires investigation.,placement,3
547,I wish to complain about a Cosmetics advertisement that exploitation of vulnerable groups. This was seen recently and requires investigation.,social responsibility,2
548,I wish to complain about a Travel advertisement that promotion of harmful stereotypes. This was seen recently and requires investigation.,social responsibility,2
549,I wish to complain about a Retail advertisement that normalization of dangerous behavior. This was seen recently and requires investigation.,social responsibility,2
550,I wish to complain about a Food & Beverage advertisement that general advertising standards. This was seen recently and requires investigation.,other,0
551,I wish to complain about a Cosmetics advertisement that unrealistic expectations for children. This was seen recently and requires investigation.,children issues,4
552,I wish to complain about a Fashion advertisement that false environmental claims. This was seen recently and requires investigation.,misleading,1
553,I wish to complain about a Automotive advertisement that distressing imagery. This was seen recently and requires investigation.,taste and decency,5
554,I wish to complain about a Home & Garden advertisement that promotion of harmful stereotypes. This was seen recently and requires investigation.,social responsibility,2
555,I wish to complain about a Automotive advertisement that harmful gender stereotypes. This was seen recently and requires investigation.,taste and decency,5
